"file_name","ks","umax","mu_0_5","mu_1","mu_2","mu_4","mu_6","mu_8","mu_10","mu_20","mu_35","mu_50","rstar_solve"
"Fist_21C",-0.100438978651757,-0.267829826382297,-0.326602303221019,-0.340584925423578,-0.304672571151472,-0.324908504678579,-0.309631426396251,-0.218930263144234,-0.282773579618275,-0.25135045400077,-0.262533788571367,-0.245704987906933,0.0273058277083184
"Fist_30C",-0.0537487579050352,-0.459302081046366,-0.525667472088795,-0.47980765270758,-0.497362485027005,-0.473277345387396,-0.425778753627023,-0.503783389002488,-0.42791808687228,-0.474430410017552,-0.456041795256202,-0.52597739382118,0.0096099692324548
"Fist_8C",3.79475740307124,0.067836900423994,-0.01242310385107,0.00911735777929363,0.151191526561802,0.141179392300837,0.229443058436716,0.21795632436646,0.181904521457833,0.184190114750888,0.19774273828884,0.0413279159706897,-11.7984816547413
"Scen_21C",0.00645830937872763,0.227605993726781,0.437099166645011,0.352725605419426,0.341323478427426,0.34325678469194,0.399442540498379,0.395750413484092,0.449050432741485,0.463388862338714,0.465752986528852,0.499366555919682,0.00506113325096282
"Scen_30C",-0.0564121654673838,0.267329377051376,0.321026763860938,0.267860394558446,0.272255234968789,0.256865682699314,0.218084202199515,0.26690897622819,0.321822934396102,0.307925268050829,0.316241599548234,0.279055442827232,-0.0337132465688098
"Scen_8C",-0.256469883205231,-0.0569134244332861,-0.087191357055078,-0.210816157294706,-0.0544352079227544,-0.0872158461680301,-0.0777413376695962,0.522174080029658,-0.229579366008337,0.118503721025178,0.686731000706656,0.0936738377459007,0.16344674404469
