"Well","Day","Read","Hour","RFU","R_Concentration","Treatment","unique_well"
"microplate label","Day into experiemnt","Time read at","Hour into Experiment","Relative fluorescence units","Phosphate : 0.5,1,2,4,6,8,10,20,35,50, 0","Algae or Blank","microplate label_Hour into Experiment_Phosphate : 0.5,1,2,4,6,8,10,20,35,50, 0"
"E9","3.0","0.1875","52.0","4299.0","20.0","Scenedesmus","E9_52.0_20.0"
"E10","3.0","0.1875","52.0","4520.0","35.0","Scenedesmus","E10_52.0_35.0"
"E11","3.0","0.1875","52.0","6223.0","50.0","Scenedesmus","E11_52.0_50.0"
"E12","3.0","0.1875","52.0","1756.0","0.0","Blank","E12_52.0_0.0"
"F1","3.0","0.1875","52.0","1061.0","0.0","Blank","F1_52.0_0.0"
"F2","3.0","0.1875","52.0","5502.0","0.5","Scenedesmus","F2_52.0_0.5"
"F3","3.0","0.1875","52.0","6553.0","1.0","Scenedesmus","F3_52.0_1.0"
"F4","3.0","0.1875","52.0","7732.0","2.0","Scenedesmus","F4_52.0_2.0"
"F5","3.0","0.1875","52.0","6127.0","4.0","Scenedesmus","F5_52.0_4.0"
"F6","3.0","0.1875","52.0","6371.0","6.0","Scenedesmus","F6_52.0_6.0"
"F7","3.0","0.1875","52.0","5632.0","8.0","Scenedesmus","F7_52.0_8.0"
"F8","3.0","0.1875","52.0","4692.0","10.0","Scenedesmus","F8_52.0_10.0"
"F9","3.0","0.1875","52.0","5435.0","20.0","Scenedesmus","F9_52.0_20.0"
"F10","3.0","0.1875","52.0","5094.0","35.0","Scenedesmus","F10_52.0_35.0"
"F11","3.0","0.1875","52.0","5860.0","50.0","Scenedesmus","F11_52.0_50.0"
"F12","3.0","0.1875","52.0","1105.0","0.0","Blank","F12_52.0_0.0"
"G1","3.0","0.1875","52.0","1194.0","0.0","Blank","G1_52.0_0.0"
"G2","3.0","0.1875","52.0","7021.0","0.5","Scenedesmus","G2_52.0_0.5"
"G3","3.0","0.1875","52.0","5965.0","1.0","Scenedesmus","G3_52.0_1.0"
"G4","3.0","0.1875","52.0","7002.0","2.0","Scenedesmus","G4_52.0_2.0"
"G5","3.0","0.1875","52.0","6233.0","4.0","Scenedesmus","G5_52.0_4.0"
"G6","3.0","0.1875","52.0","6224.0","6.0","Scenedesmus","G6_52.0_6.0"
"G7","3.0","0.1875","52.0","4364.0","8.0","Scenedesmus","G7_52.0_8.0"
"G8","3.0","0.1875","52.0","5344.0","10.0","Scenedesmus","G8_52.0_10.0"
"G9","3.0","0.1875","52.0","5319.0","20.0","Scenedesmus","G9_52.0_20.0"
"G10","3.0","0.1875","52.0","4768.0","35.0","Scenedesmus","G10_52.0_35.0"
"G11","3.0","0.1875","52.0","5564.0","50.0","Scenedesmus","G11_52.0_50.0"
"G12","3.0","0.1875","52.0","1388.0","0.0","Blank","G12_52.0_0.0"
"H1","3.0","0.1875","52.0","1048.0","0.0","Blank","H1_52.0_0.0"
"H2","3.0","0.1875","52.0","1004.0","0.0","Blank","H2_52.0_0.0"
"H3","3.0","0.1875","52.0","1096.0","0.0","Blank","H3_52.0_0.0"
"H4","3.0","0.1875","52.0","1321.0","0.0","Blank","H4_52.0_0.0"
"H5","3.0","0.1875","52.0","956.0","0.0","Blank","H5_52.0_0.0"
"H6","3.0","0.1875","52.0","1449.0","0.0","Blank","H6_52.0_0.0"
"H7","3.0","0.1875","52.0","1136.0","0.0","Blank","H7_52.0_0.0"
"H8","3.0","0.1875","52.0","1382.0","0.0","Blank","H8_52.0_0.0"
"H9","3.0","0.1875","52.0","1330.0","0.0","Blank","H9_52.0_0.0"
"H10","3.0","0.1875","52.0","1235.0","0.0","Blank","H10_52.0_0.0"
"H11","3.0","0.1875","52.0","1464.0","0.0","Blank","H11_52.0_0.0"
"H12","3.0","0.1875","52.0","1536.0","0.0","Blank","H12_52.0_0.0"
NA,NA,NA,NA,NA,NA,NA,"NA_NA_NA"
"A1","4.0","0.07291666666666667","73.0","1115.0","0.0","Blank","A1_73.0_0.0"
"A2","4.0","0.07291666666666667","73.0","1050.0","0.0","Blank","A2_73.0_0.0"
"A3","4.0","0.07291666666666667","73.0","991.0","0.0","Blank","A3_73.0_0.0"
"A4","4.0","0.07291666666666667","73.0","1154.0","0.0","Blank","A4_73.0_0.0"
"A5","4.0","0.07291666666666667","73.0","1492.0","0.0","Blank","A5_73.0_0.0"
"A6","4.0","0.07291666666666667","73.0","1363.0","0.0","Blank","A6_73.0_0.0"
"A7","4.0","0.07291666666666667","73.0","1314.0","0.0","Blank","A7_73.0_0.0"
"A8","4.0","0.07291666666666667","73.0","1387.0","0.0","Blank","A8_73.0_0.0"
"A9","4.0","0.07291666666666667","73.0","1069.0","0.0","Blank","A9_73.0_0.0"
"A10","4.0","0.07291666666666667","73.0","1302.0","0.0","Blank","A10_73.0_0.0"
"A11","4.0","0.07291666666666667","73.0","1646.0","0.0","Blank","A11_73.0_0.0"
"A12","4.0","0.07291666666666667","73.0","1172.0","0.0","Blank","A12_73.0_0.0"
"B1","4.0","0.07291666666666667","73.0","1189.0","0.0","Blank","B1_73.0_0.0"
"B2","4.0","0.07291666666666667","73.0","9256.0","0.5","Scenedesmus","B2_73.0_0.5"
"B3","4.0","0.07291666666666667","73.0","10597.0","1.0","Scenedesmus","B3_73.0_1.0"
"B4","4.0","0.07291666666666667","73.0","10744.0","2.0","Scenedesmus","B4_73.0_2.0"
"B5","4.0","0.07291666666666667","73.0","9339.0","4.0","Scenedesmus","B5_73.0_4.0"
"B6","4.0","0.07291666666666667","73.0","9066.0","6.0","Scenedesmus","B6_73.0_6.0"
"B7","4.0","0.07291666666666667","73.0","10931.0","8.0","Scenedesmus","B7_73.0_8.0"
"B8","4.0","0.07291666666666667","73.0","8795.0","10.0","Scenedesmus","B8_73.0_10.0"
"B9","4.0","0.07291666666666667","73.0","8069.0","20.0","Scenedesmus","B9_73.0_20.0"
"B10","4.0","0.07291666666666667","73.0","8574.0","35.0","Scenedesmus","B10_73.0_35.0"
"B11","4.0","0.07291666666666667","73.0","7626.0","50.0","Scenedesmus","B11_73.0_50.0"
"B12","4.0","0.07291666666666667","73.0","1202.0","0.0","Blank","B12_73.0_0.0"
"C1","4.0","0.07291666666666667","73.0","1116.0","0.0","Blank","C1_73.0_0.0"
"C2","4.0","0.07291666666666667","73.0","9556.0","0.5","Scenedesmus","C2_73.0_0.5"
"C3","4.0","0.07291666666666667","73.0","10196.0","1.0","Scenedesmus","C3_73.0_1.0"
"C4","4.0","0.07291666666666667","73.0","12589.0","2.0","Scenedesmus","C4_73.0_2.0"
"C5","4.0","0.07291666666666667","73.0","10100.0","4.0","Scenedesmus","C5_73.0_4.0"
"C6","4.0","0.07291666666666667","73.0","9607.0","6.0","Scenedesmus","C6_73.0_6.0"
"C7","4.0","0.07291666666666667","73.0","10404.0","8.0","Scenedesmus","C7_73.0_8.0"
"C8","4.0","0.07291666666666667","73.0","9339.0","10.0","Scenedesmus","C8_73.0_10.0"
"C9","4.0","0.07291666666666667","73.0","7867.0","20.0","Scenedesmus","C9_73.0_20.0"
"C10","4.0","0.07291666666666667","73.0","8403.0","35.0","Scenedesmus","C10_73.0_35.0"
"C11","4.0","0.07291666666666667","73.0","10018.0","50.0","Scenedesmus","C11_73.0_50.0"
"C12","4.0","0.07291666666666667","73.0","1383.0","0.0","Blank","C12_73.0_0.0"
"D1","4.0","0.07291666666666667","73.0","1018.0","0.0","Blank","D1_73.0_0.0"
"D2","4.0","0.07291666666666667","73.0","10188.0","0.5","Scenedesmus","D2_73.0_0.5"
"D3","4.0","0.07291666666666667","73.0","11492.0","1.0","Scenedesmus","D3_73.0_1.0"
"D4","4.0","0.07291666666666667","73.0","13282.0","2.0","Scenedesmus","D4_73.0_2.0"
"D5","4.0","0.07291666666666667","73.0","10282.0","4.0","Scenedesmus","D5_73.0_4.0"
"D6","4.0","0.07291666666666667","73.0","10773.0","6.0","Scenedesmus","D6_73.0_6.0"
"D7","4.0","0.07291666666666667","73.0","9349.0","8.0","Scenedesmus","D7_73.0_8.0"
"D8","4.0","0.07291666666666667","73.0","9536.0","10.0","Scenedesmus","D8_73.0_10.0"
"D9","4.0","0.07291666666666667","73.0","7823.0","20.0","Scenedesmus","D9_73.0_20.0"
"D10","4.0","0.07291666666666667","73.0","8843.0","35.0","Scenedesmus","D10_73.0_35.0"
"D11","4.0","0.07291666666666667","73.0","8444.0","50.0","Scenedesmus","D11_73.0_50.0"
"D12","4.0","0.07291666666666667","73.0","1215.0","0.0","Blank","D12_73.0_0.0"
"E1","4.0","0.07291666666666667","73.0","1000.0","0.0","Blank","E1_73.0_0.0"
"E2","4.0","0.07291666666666667","73.0","11650.0","0.5","Scenedesmus","E2_73.0_0.5"
"E3","4.0","0.07291666666666667","73.0","12440.0","1.0","Scenedesmus","E3_73.0_1.0"
"E4","4.0","0.07291666666666667","73.0","13481.0","2.0","Scenedesmus","E4_73.0_2.0"
"E5","4.0","0.07291666666666667","73.0","10649.0","4.0","Scenedesmus","E5_73.0_4.0"
"E6","4.0","0.07291666666666667","73.0","10383.0","6.0","Scenedesmus","E6_73.0_6.0"
"E7","4.0","0.07291666666666667","73.0","10513.0","8.0","Scenedesmus","E7_73.0_8.0"
"E8","4.0","0.07291666666666667","73.0","7387.0","10.0","Scenedesmus","E8_73.0_10.0"
"E9","4.0","0.07291666666666667","73.0","9008.0","20.0","Scenedesmus","E9_73.0_20.0"
"E10","4.0","0.07291666666666667","73.0","9448.0","35.0","Scenedesmus","E10_73.0_35.0"
"E11","4.0","0.07291666666666667","73.0","9490.0","50.0","Scenedesmus","E11_73.0_50.0"
"E12","4.0","0.07291666666666667","73.0","1312.0","0.0","Blank","E12_73.0_0.0"
"F1","4.0","0.07291666666666667","73.0","1037.0","0.0","Blank","F1_73.0_0.0"
"F2","4.0","0.07291666666666667","73.0","9949.0","0.5","Scenedesmus","F2_73.0_0.5"
"F3","4.0","0.07291666666666667","73.0","11886.0","1.0","Scenedesmus","F3_73.0_1.0"
"F4","4.0","0.07291666666666667","73.0","13919.0","2.0","Scenedesmus","F4_73.0_2.0"
"F5","4.0","0.07291666666666667","73.0","11005.0","4.0","Scenedesmus","F5_73.0_4.0"
"F6","4.0","0.07291666666666667","73.0","10804.0","6.0","Scenedesmus","F6_73.0_6.0"
"F7","4.0","0.07291666666666667","73.0","10203.0","8.0","Scenedesmus","F7_73.0_8.0"
"F8","4.0","0.07291666666666667","73.0","7275.0","10.0","Scenedesmus","F8_73.0_10.0"
"F9","4.0","0.07291666666666667","73.0","8670.0","20.0","Scenedesmus","F9_73.0_20.0"
"F10","4.0","0.07291666666666667","73.0","8457.0","35.0","Scenedesmus","F10_73.0_35.0"
"F11","4.0","0.07291666666666667","73.0","9352.0","50.0","Scenedesmus","F11_73.0_50.0"
"F12","4.0","0.07291666666666667","73.0","1287.0","0.0","Blank","F12_73.0_0.0"
"G1","4.0","0.07291666666666667","73.0","1306.0","0.0","Blank","G1_73.0_0.0"
"G2","4.0","0.07291666666666667","73.0","9597.0","0.5","Scenedesmus","G2_73.0_0.5"
"G3","4.0","0.07291666666666667","73.0","10070.0","1.0","Scenedesmus","G3_73.0_1.0"
"G4","4.0","0.07291666666666667","73.0","13096.0","2.0","Scenedesmus","G4_73.0_2.0"
"G5","4.0","0.07291666666666667","73.0","10505.0","4.0","Scenedesmus","G5_73.0_4.0"
"G6","4.0","0.07291666666666667","73.0","9967.0","6.0","Scenedesmus","G6_73.0_6.0"
"G7","4.0","0.07291666666666667","73.0","9258.0","8.0","Scenedesmus","G7_73.0_8.0"
"G8","4.0","0.07291666666666667","73.0","8674.0","10.0","Scenedesmus","G8_73.0_10.0"
"G9","4.0","0.07291666666666667","73.0","7884.0","20.0","Scenedesmus","G9_73.0_20.0"
"G10","4.0","0.07291666666666667","73.0","8929.0","35.0","Scenedesmus","G10_73.0_35.0"
"G11","4.0","0.07291666666666667","73.0","8926.0","50.0","Scenedesmus","G11_73.0_50.0"
"G12","4.0","0.07291666666666667","73.0","1400.0","0.0","Blank","G12_73.0_0.0"
"H1","4.0","0.07291666666666667","73.0","1146.0","0.0","Blank","H1_73.0_0.0"
"H2","4.0","0.07291666666666667","73.0","1028.0","0.0","Blank","H2_73.0_0.0"
"H3","4.0","0.07291666666666667","73.0","1105.0","0.0","Blank","H3_73.0_0.0"
"H4","4.0","0.07291666666666667","73.0","895.0","0.0","Blank","H4_73.0_0.0"
"H5","4.0","0.07291666666666667","73.0","952.0","0.0","Blank","H5_73.0_0.0"
"H6","4.0","0.07291666666666667","73.0","1228.0","0.0","Blank","H6_73.0_0.0"
"H7","4.0","0.07291666666666667","73.0","1412.0","0.0","Blank","H7_73.0_0.0"
"H8","4.0","0.07291666666666667","73.0","1020.0","0.0","Blank","H8_73.0_0.0"
"H9","4.0","0.07291666666666667","73.0","1099.0","0.0","Blank","H9_73.0_0.0"
"H10","4.0","0.07291666666666667","73.0","1207.0","0.0","Blank","H10_73.0_0.0"
"H11","4.0","0.07291666666666667","73.0","1266.0","0.0","Blank","H11_73.0_0.0"
"H12","4.0","0.07291666666666667","73.0","1490.0","0.0","Blank","H12_73.0_0.0"
